app_name,price,id,developer,principal_genre,principal_tag,principal_spec,release_year
Crash Time 2,9.99,11390,Sin dato,Action,Racing,Single-player,2009
XIII Century – Gold Edition,4.99,34420,Unicorn Games Studio,Strategy,Strategy,Single-player,2009
World of Zoo,14.99,43100,Blue Fang,Simulation,Simulation,Single-player,2009
18 Wheels of Steel: Extreme Trucker,9.99,33730,Sin dato,Simulation,Simulation,Single-player,2009
Mini Ninjas,9.99,35000,IO Interactive,Action,Adventure,Single-player,2009
Freeze Tag Fun Pack #2,19.99,39392,"Freeze Tag Inc.,iQ212",Casual,Sin dato,Single-player,2009
Freeze Tag Fun Pack #1,19.99,39391,"Freeze Tag Inc.,Joju Games,Linksolutions Ltd.,Dekovir Entertainment",Casual,Sin dato,Single-player,1999
Windosill,2.99,37600,"Vectorpark, Inc.",Adventure,Casual,Single-player,2009
Train Simulator: Colton & Northern Route Add-On,24.99,24029,All Aboard,Simulation,Simulation,Single-player,2009
Midnight Mysteries,9.99,32140,MumboJumbo,Adventure,Adventure,Single-player,2009
Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,19.99,31190,Telltale Games,Adventure,Adventure,Single-player,2009
Joint Operations: Combined Arms Gold,19.99,32770,NovaLogic,Action,Action,Single-player,2009
Train Simulator: US Loco & Asset Pack,17.99,208306,Dovetail Games,Simulation,Simulation,Single-player,2009
DinerTown Tycoon,9.99,37300,PlayFirst,Simulation,Casual,Single-player,2009
Train Simulator: European Loco & Asset Pack,19.99,208300,Dovetail Games,Simulation,Simulation,Single-player,2009
Risen,9.99,40300,Piranha Bytes,RPG,RPG,Single-player,2009
Flora's Fruit Farm,3.99,35070,Honeyslug,Casual,Casual,Single-player,2009
Empire: Total War™ - The Warpath Campaign,9.99,10606,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",Strategy,Strategy,Single-player,2009
Machinarium,9.99,40700,Amanita Design,Adventure,Point & Click,Single-player,2009
Medal of Honor: Airborne,9.99,24840,EA Los Angeles,Action,Action,Single-player,2007
Need for Speed: Shift,19.99,24870,Slightly Mad Studios,Racing,Racing,Single-player,2009
Torchlight,14.99,41500,Runic Games,RPG,RPG,Single-player,2009
Command & Conquer: Red Alert 3 - Uprising,19.99,24800,EA Los Angeles,Strategy,Strategy,Single-player,2009
The Stronghold Collection,19.99,901735,FireFly Studios,Strategy,Strategy,Single-player,2009
East India Company: Privateer,4.99,42800,Nitro Games,Strategy,Strategy,Single-player,2009
Painkiller: Resurrection,9.99,39560,Homegrown Games,Action,Action,Single-player,2009
SpellForce 2 - Anniversary Edition,14.99,39550,"Phenomic,THQ Nordic",RPG,Strategy,Single-player,2009
Secret Files: Tunguska,9.99,40330,Animation Arts,Adventure,Adventure,Single-player,2009
Rush for Berlin Gold,4.99,40320,Stormregion,Strategy,Strategy,Single-player,2009
Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,19.99,31200,Telltale Games,Adventure,Adventure,Single-player,2009
Men of War: Red Tide,4.99,3130,1C Company,Strategy,Strategy,Single-player,2009
Hammerfight,4.99,41100,Konstantin Koshutin,Action,Action,Single-player,2009
SpellForce - Platinum Edition,9.99,39540,Phenomic,Action,RPG,Single-player,2009
Massive Assault: Phantom Renaissance,9.99,34640,Wargaming.net,Strategy,Strategy,Single-player,2005
Massive Assault,9.99,34630,Wargaming.net,Strategy,Strategy,Single-player,2003
Nancy Drew® Dossier: Resorting to Danger!,6.99,42200,HeR Interactive,Sin dato,Hidden Object,Single-player,2009
Serious Sam HD: The First Encounter,14.99,41000,Croteam,Action,FPS,Single-player,2009
Secret Files 2: Puritas Cordis,9.99,40340,Animation Arts,Adventure,Adventure,Single-player,2009
Dragon Age: Origins,19.99,17450,BioWare,RPG,RPG,Single-player,2009
Aztaka,4.99,37100,Citeremis Inc.,Action,RPG,Single-player,2009
Magnetis,1.99,37500,Yullaby,Indie,Indie,Single-player,2009
For The Glory: A Europa Universalis Game,9.99,42810,Crystal Empire Games,Strategy,Strategy,Single-player,2009
Call of Duty®: Modern Warfare® 2,19.99,10180,"Infinity Ward,Aspyr (Mac)",Action,Action,Single-player,2009
LEGO® Star Wars™ - The Complete Saga,19.99,32440,"Traveller's Tales,Feral Interactive (Mac)",Adventure,LEGO,Single-player,2009
Overlord™,4.99,11450,"Triumph Studios,Virtual Programming",RPG,RPG,Single-player,2007
Overlord™: Raising Hell,9.99,12710,"Triumph Studios,Virtual Programming",RPG,RPG,Single-player,2008
Command & Conquer 3: Tiberium Wars,14.99,24790,EA Los Angeles,Strategy,Strategy,Single-player,2007
Yumsters 2: Around the World,4.99,29120,KranX Productions,Indie,Casual,Single-player,2008
Command & Conquer 3: Kane's Wrath,19.99,24810,EA Los Angeles,Strategy,Strategy,Single-player,2009
Gratuitous Space Battles,14.99,41800,Positech Games,Indie,Strategy,Single-player,2009
Wings of Prey,9.99,45300,Gaijin Entertainment,Simulation,Simulation,Single-player,2009
The Bard's Tale,9.99,41900,inXile Entertainment,Action,RPG,Single-player,2005
Defence Alliance 2,0.0,35420,Defence Alliance Team,Action,Mod,Single-player,2009
STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,19.99,32430,"LucasArts,Aspyr Studios",Action,Action,Single-player,2009
Europa Universalis III: Heir to the Throne,9.99,25806,Paradox Interactive,Sin dato,Sin dato,Single-player,2009
Fallout 3: Game of the Year Edition,19.99,22370,Bethesda Game Studios,RPG,Open World,Single-player,2009
Gratuitous Space Battles: The Tribe,5.99,41802,Positech Games,Strategy,Strategy,Single-player,2009
Build-A-Lot,9.99,38080,Hip Soft,Simulation,Simulation,Single-player,2007
Build-A-Lot 2: Town of the Year,9.99,38090,Hip Soft,Simulation,Simulation,Single-player,2008
Build-A-Lot 3: Passport to Europe,9.99,38100,Hip Soft,Simulation,Simulation,Single-player,2009
Coconut Queen,9.99,38070,iWin,Casual,Casual,Single-player,2009
Roogoo,1.99,38210,Spidermonk Entertainment,Casual,Casual,Single-player,2009
Devil May Cry 4,19.99,45700,Capcom,Action,Action,Single-player,2008
Avencast: Rise of the Mage,9.99,46410,ClockStone Studios,Action,RPG,Single-player,2010
Build-A-Lot 4: Power Source,9.99,38110,Hip Soft,Simulation,Simulation,Single-player,2009
"Pirates, Vikings, and Knights II",0.0,17570,Octoshark Studios,Action,Free to Play,Multi-player,2010
Farm Frenzy 2,4.99,38130,Alawar,Casual,Casual,Single-player,2008
Farm Frenzy 3: American Pie,9.99,38160,Alawar,Casual,Casual,Single-player,2010
Farm Frenzy 3,9.99,38150,Alawar,Casual,Casual,Single-player,2009
Farm Frenzy,4.99,38120,Alawar,Casual,Casual,Single-player,2007
Farm Frenzy: Pizza Party,4.99,38140,Alawar,Casual,Casual,Single-player,2009
Cake Mania Main Street™,6.99,36300,Sandlot Games,Casual,Casual,Single-player,2010
Westward® IV: All Aboard,6.99,36310,Sandlot Games,Strategy,Strategy,Single-player,2010
Iron Roses,6.99,36320,Cateia Games,Adventure,Adventure,Single-player,2010
UFO: Extraterrestrials Gold,9.99,37030,Chaos Concept,Strategy,Strategy,Single-player,2010
LEGO® Indiana Jones™ 2: The Adventure Continues,19.99,32450,Traveller's Tales,Adventure,Adventure,Single-player,2010
Vancouver 2010™ - The Official Video Game of the Olympic Winter Games,8.866131486539212,34180,Eurocom,Sports,Sports,Single-player,2010
Super Laser  Racer,4.99,44100,New Star Games Ltd,Action,Racing,Single-player,2010
Hearts of Iron III: Soviet Infantry Pack DLC,0.99,25960,Paradox Interactive,Strategy,Strategy,Multi-player,2010
NecroVisioN: Lost Company,6.99,46250,The Farm 51,Action,Action,Single-player,2010
Cradle of Persia,9.99,38180,Awem Studio,Casual,Casual,Single-player,2007
Aliens vs. Predator Swarm Map Pack,7.49,10695,Rebellion,Action,Action,Single-player,2010
Serious Sam Classic: The First Encounter,9.99,41050,Croteam,Action,Action,Single-player,2001
Train Simulator: Fort Kent to Eagle Lake Route Add-On,19.99,24055,All Aboard,Simulation,Simulation,Single-player,2010
Mount & Blade: Warband,19.99,48700,TaleWorlds Entertainment,Action,Medieval,Single-player,2010
Coniclysm,4.99,39900,ZoopTEK,Action,Action,Single-player,2010
Plain Sight,4.99,49900,Beatnik Games,Action,Action,Multi-player,2010
Lead and Gold: Gangs of the Wild West,9.99,42120,Fatshark,Action,Western,Multi-player,2010
Grand Theft Auto: Episodes from Liberty City,19.99,12220,Rockstar North / Toronto,Action,Open World,Single-player,2010
Dark Void™ Zero,4.99,45730,Other Ocean Interactive,Action,Action,Single-player,2010
Fortix,0.99,45400,Nemesys Games,Indie,Indie,Single-player,2010
Beat Hazard,9.99,49600,Cold Beam Games,Action,Music,Single-player,2010
Sam & Max: The Devil’s Playhouse,19.99,901399,Telltale Games,Adventure,Adventure,Single-player,2010
M.U.D. TV,9.99,43500,Realmforge Studios,Simulation,Simulation,Single-player,2010
Wings of Luftwaffe Add-on,4.99,45302,Gaijin Entertainment,Simulation,Simulation,Single-player,2010
The Misadventures of P.B. Winterbottom,4.99,40930,The Odd Gentlemen,Adventure,Indie,Single-player,2010
AquaNox 2: Revelation,4.99,39640,THQ Nordic,Action,Action,Single-player,2003
AquaNox,4.99,39630,THQ Nordic,Action,Action,Single-player,2001
Fluttabyes,1.99,23150,Red Chain Games Ltd.,Casual,Indie,Single-player,2010
Hidden Expedition: Titanic,9.99,50940,Big Fish Games,Casual,Casual,Single-player,2006
Hidden Expedition: Amazon,9.99,50920,Big Fish Games,Casual,Casual,Single-player,2008
Napoleon: Total War™ - Coalition Battle Pack,2.99,34178,"The Creative Assembly,Feral Interactive (Mac)",Strategy,Strategy,Downloadable Content,2010
Fitness Dash™,6.99,37340,Sarbakan,Casual,Casual,Single-player,2008
Gemini Lost™,6.99,37390,PlayFirst,Casual,Casual,Single-player,2009
DinerTown Detective Agency™,6.99,37310,Absolutist Ltd.,Casual,Hidden Object,Single-player,2009
Mahjong Roadshow™,6.99,37360,PlayFirst,Casual,Sin dato,Single-player,2007
Hotel Dash™ Suite Success™,6.99,49000,PlayFirst,Casual,Casual,Single-player,2009
Nightshift Legacy: The Jaguar's Eye™,6.99,37330,PlayFirst,Casual,Hidden Object,Single-player,2010
The Nightshift Code™,6.99,37320,PlayFirst,Casual,Hidden Object,Single-player,2008
TriJinx: A Kristine Kross Mystery™,6.99,37370,PlayFirst,Casual,Casual,Single-player,2007
Valerie Porter and the Scarlet Scandal™,6.99,37380,PlayFirst,Casual,Hidden Object,Single-player,2009
Biozone,9.99,19080,G5 Entertainment,Action,Action,Single-player,2010
Iron Grip: Warlord,8.866131486539212,31700,ISOTX,Action,Action,Single-player,2008
Rocket Knight,14.99,19030,Climax Studios,Action,Action,Single-player,2010
Max and the Magic Marker,8.866131486539212,50820,Press Play,Indie,Indie,Single-player,2010
Flight of the Icarus,4.99,49800,Muse Games,Action,Indie,Single-player,2010
Puzzler World,4.99,33650,Ideas Pad,Casual,Casual,Single-player,2010
Prince of Persia: The Forgotten Sands™ Digital Deluxe Edition,19.99,901478,Ubisoft,Action,Adventure,Single-player,2010
Ziro,4.99,33660,Kokakiki,Casual,Casual,Single-player,2010
Altered Beast™,2.99,34281,SEGA,Action,Action,Single-player,2010
Comix Zone™,2.99,34272,SEGA,Action,Action,Single-player,2010
SEGA Mega Drive and Genesis Classics,61.99,34270,D3T Limited,Action,Action,Single-player,2010
Golden Axe™,2.99,34276,SEGA,Action,Action,Single-player,2010
Ecco the Dolphin™,2.99,34274,SEGA,Action,Action,Single-player,2010
Gain Ground™,2.99,34275,SEGA,Strategy,Strategy,Single-player,2010
Shinobi™ III: Return of the Ninja Master,2.99,34277,SEGA,Action,Action,Single-player,2010
Crack Down™,2.99,34273,SEGA,Action,Action,Single-player,2010
VectorMan™,2.99,34280,SEGA,Action,Action,Single-player,2010
Sonic 3D Blast™,4.99,34278,SEGA,Sin dato,Platformer,Single-player,2010
Shadow Dancer™,2.99,34282,SEGA,Action,Action,Single-player,2010
Space Harrier™ II,2.99,34279,SEGA,Action,Action,Single-player,2010
Alpha Protocol™,14.99,34010,Obsidian Entertainment,Action,RPG,Single-player,2010
Alien Breed: Impact,9.99,22610,Team17 Software Ltd.,Action,Action,Single-player,2010
Fallout 3 - Point Lookout,4.99,22440,Bethesda Game Studios,RPG,RPG,Single-player,2010
Defense Grid: Resurgence Map Pack 1,0.99,18508,Hidden Path Entertainment,Strategy,Strategy,Single-player,2010
Fallout 3 - Mothership Zeta,4.99,22430,Bethesda Game Studios,RPG,RPG,Single-player,2010
Fallout 3 - Broken Steel,4.99,22410,Bethesda Game Studios,RPG,RPG,Single-player,2010
Fallout 3 - The Pitt,4.99,22420,Bethesda Game Studios,RPG,RPG,Single-player,2010
Alien Swarm,0.0,630,Valve,Action,Free to Play,Single-player,2010
Fallout 3 - Operation Anchorage,4.99,22400,Bethesda Game Studios,RPG,RPG,Single-player,2010
SimCity™ 4 Deluxe Edition,19.99,24780,"EA - Maxis,Aspyr (Mac)",Simulation,Simulation,Single-player,2003
Disciples III - Renaissance Steam Special Edition,14.99,33670,"Akella,.dat",Strategy,Strategy,Single-player,2010
Tidalis,4.99,40420,"Arcen Games, LLC",Casual,Casual,Single-player,2010
Razor2: Hidden Skies,9.99,34920,Invent4 Entertainment,Action,Action,Single-player,2010
The Settlers 7: Uncharted Land Map Pack,3.99,48136,Blue Byte,Strategy,Strategy,Single-player,2010
Dimensity,9.99,46720,Dagger Games,RPG,RPG,Single-player,2008
Kane & Lynch 2: Dog Days,9.99,28000,IO Interactive,Action,Action,Single-player,2010
The Guild II Renaissance,9.99,39680,Rune Forge,Simulation,Strategy,Single-player,2010
Hearts of Iron III DLC: German II Spritepack,0.99,25962,Paradox Interactive,Strategy,Strategy,Multi-player,2010
Trainz Simulator DLC: Blue Comet,19.99,24634,N3V Games,Simulation,Simulation,Single-player,2010
Fantasy Wars,4.99,63900,Ino-Co,Strategy,Strategy,Single-player,2010
Mafia II,29.99,50130,"2K Czech,Feral Interactive (Mac)",Action,Action,Single-player,2011
Train Simulator: Network Southeast Class 47 Loco Add-On,4.99,24075,Dovetail Games,Simulation,Simulation,Single-player,2010
Puzzle Quest 2,9.99,47540,Infinite Interactive,RPG,RPG,Single-player,2010
Burn Zombie Burn!,9.99,50510,doublesix,Action,Action,Single-player,2010
Madballs B*D*I Clan Skins,1.99,25760,Playbrains,Indie,Indie,Single-player,2010
Madballs Scorched Evolution Skin Rollup,1.99,25763,Playbrains,Indie,Indie,Single-player,2010
Madballs BDI Evolution Skin Rollup,1.99,25762,Playbrains,Indie,Indie,Single-player,2010
Madballs Holiday Skin Rollup,2.99,25764,Playbrains,Indie,Indie,Single-player,2010
Victoria I Complete,9.99,42980,Paradox Development Studio,Strategy,Strategy,Multi-player,2010
Ship Simulator Extremes,19.99,48800,VStep,Simulation,Simulation,Single-player,2010
Worms Reloaded,19.99,22600,Team17 Digital Ltd,Strategy,Strategy,Single-player,2010
Making History II: The War of the World,14.99,46770,Muzzy Lane Software,Indie,Strategy,Single-player,2010
Arma 2: British Armed Forces,8.99,65700,Bohemia Interactive,Action,Simulation,Single-player,2010
Victoria II,19.99,42960,Paradox Development Studio,Strategy,Grand Strategy,Single-player,2010
Booster Trooper Demo,8.866131486539212,27930,DnS Development,Sin dato,Sin dato,Game demo,2010
Madballs Scorched Clan Skins,1.99,25761,Playbrains,Indie,Indie,Single-player,2010
Kane & Lynch 2: The Doggie Bag,5.99,28010,IO Interactive,Action,Action,Single-player,2010
Kane & Lynch 2: Multiplayer Masks Pack,1.99,28012,IO Interactive,Action,Action,Single-player,2010
Trainz: Classic Cabon City,19.99,24640,N3V Games,Simulation,Simulation,Single-player,2010
Kane & Lynch 2: Alliance Weapon Pack,2.99,28011,IO Interactive,Action,Action,Single-player,2010
Cossacks: Back to War,4.99,4850,GSC Game World,Strategy,Strategy,Single-player,2002
Broken Sword: Director's Cut,5.99,57640,Revolution Software Ltd,Adventure,Adventure,Single-player,2010
Chime,4.99,62100,Zoë Mode,Casual,Casual,Single-player,2010
Mafia II DLC: Jimmy's Vendetta,9.99,50145,"2K Czech,Feral Interactive (Mac)",Action,Action,Single-player,2010
Sniper: Ghost Warrior - Map Pack,1.99,34841,City Interactive,Action,Action,Multi-player,2010
VVVVVV,4.99,70300,Terry Cavanagh,Action,Platformer,Single-player,2010
The Settlers 7: Conquest - The Empire Expansion DLC,3.99,48137,Blue Byte,Strategy,Strategy,Single-player,2010
Amnesia: The Dark Descent,19.99,57300,Frictional Games,Action,Horror,Single-player,2010
Recettear: An Item Shop's Tale,19.99,70400,EasyGameStation,RPG,Capitalism,Single-player,2010
Swarm Arena,3.99,46600,Dedication Games,Action,Indie,Single-player,2010
Super Thunder Blade™,2.99,34314,SEGA,Action,Action,Single-player,2010
Galaxy Force II™,2.99,34310,SEGA,Action,Action,Single-player,2010
Hacker Evolution,4.99,70100,exosyphen studios,Simulation,Simulation,Single-player,2010
Hacker Evolution: Untold,4.99,70110,exosyphen studios,Indie,Simulation,Single-player,2010
Faerie Solitaire,9.99,38600,Subsoap,Casual,Card Game,Single-player,2010
Patrician IV - Steam Special Edition,14.99,57620,Gaming Minds Studios,Strategy,Strategy,Single-player,2010
Bonanza Bros.™,2.99,34284,SEGA,Action,Action,Single-player,2010
King's Bounty: Crossworlds,14.99,63910,Katauri Interactive,RPG,RPG,Single-player,2010
Train Simulator: Green & Gold HST DMU Add-On,4.99,24082,Dovetail Games,Simulation,Simulation,Single-player,2010
Sid Meier's Civilization® V,29.99,8930,"Firaxis Games,Aspyr (Mac, Linux)",Strategy,Turn-Based Strategy,Single-player,2010
Commander: Conquest of the Americas - Colonial Navy,4.99,49310,Nitro Games,Strategy,Strategy,Single-player,2010
Serious Sam Classic: The Second Encounter,9.99,41060,Croteam,Action,Action,Single-player,2002
Star Ruler,9.99,70900,Blind Mind Studios,Indie,Strategy,Single-player,2010
Blade Kitten,2.99,9940,Krome Studios,Action,Anime,Single-player,2010
Alien Breed 2: Assault,9.99,22650,Team17 Digital Ltd,Action,Action,Single-player,2010
Serious Sam HD: Gold Edition,8.866131486539212,901553,Croteam,Action,Action,Single-player,2010
Darksiders™,19.99,50620,Vigil Games,Action,Action,Single-player,2010
X: Beyond the Frontier,4.99,2840,Egosoft,Simulation,Simulation,Single-player,1999
The Kings' Crusade,9.99,42920,NeoCoreGames,Strategy,Strategy,Single-player,2010
Guild Wars: Eye of the North®,19.99,29700,ArenaNet®,Action,Massively Multiplayer,Single-player,2007
X: Tension,4.99,2850,Egosoft,Simulation,Simulation,Single-player,2000
Age of Wonders II: The Wizard's Throne,9.99,61510,Triumph Studios,RPG,Strategy,Single-player,2017
Governor of Poker 2,7.99,70200,I Sioux Game Productions B.V.,Adventure,Casual,Single-player,2010
Governor of Poker 2 - Premium Edition,14.99,70210,I Sioux Game Productions B.V.,Adventure,Casual,Single-player,2010
Age of Wonders Shadow Magic,9.99,61520,Triumph Studios,RPG,Strategy,Single-player,2017
Age of Wonders,5.99,61500,Triumph Studios,RPG,Strategy,Single-player,2017
